"SITE_CODE","SITE_NAME","SITE_GEOGRAPHIC_FEATURE","SITE_GEOGRAPHIC_FEATURE_SUB","LATITUDE","LONGITUDE","SITE_COORDINATE_SYSTEM","COUNTRY_ISO","OCEAN_IHO","ENTERED_BY","ENTERED_DATE","SITE_COMMENT"
"Vannmiljø_246-103024","Vannmiljø Station Bjørnefjellbruddet","Lake, pond, pool, reservoir","Water column, pelagic zone",69.61595000562131,30.019207862450127,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103025","Vannmiljø Station Øyvatnet, utløp","Lake, pond, pool, reservoir","Water column, pelagic zone",69.60338436883954,29.99561289126291,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Bunnfauna, begroing og miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103026","Vannmiljø Station Søstrevann","Lake, pond, pool, reservoir","Water column, pelagic zone",69.62566700586879,30.01009786367715,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103027","Vannmiljø Station Bekk, 200 m vest for utløpet av Ørnungen, fra steintipp","River, stream, canal","Water column, pelagic zone",69.60178485497198,30.02164547983692,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103029","Vannmiljø Station Valpvatnet (Guhccájávri), utløp","Lake, pond, pool, reservoir","Water column, pelagic zone",69.6656173824583,30.07736502186892,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Bunnfauna, begroing og miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103031","Vannmiljø Station Krokvatnet (Store Gotmagavatn), utløp","Lake, pond, pool, reservoir","Water column, pelagic zone",69.62714339261245,30.055250070079587,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Bunnfauna, begroing og miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103032","Vannmiljø Station Gotmagavatnan (Guhkesmohkejávri), utløp","Lake, pond, pool, reservoir","Water column, pelagic zone",69.63455000550306,30.062689861172906,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Bunnfauna, begroing og miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103034","Vannmiljø Station Vannsig, steintipp","River, stream, canal","Water column, pelagic zone",69.66409115145997,30.012376904506002,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103035","Vannmiljø Station Vannsig, steintipp","River, stream, canal","Water column, pelagic zone",69.66418992594768,30.016939634892132,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103037","Vannmiljø Station St, 41, Vannsig, steintipp","River, stream, canal","Water column, pelagic zone",69.66372788793367,30.03901457702802,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103041","Vannmiljø Station Vannsig, steintipp","River, stream, canal","Water column, pelagic zone",69.61754037039516,30.040249717806034,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103042","Vannmiljø Station Vannsig, steintipp","River, stream, canal","Water column, pelagic zone",69.59080994165247,30.049301096593553,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103043","Vannmiljø Station Vannsig, steintipp ved innløpet til Ørnungen","River, stream, canal","Water column, pelagic zone",69.60074589700267,30.033539558975548,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103044","Vannmiljø Station Nordvatnet, utløp","Lake, pond, pool, reservoir","Water column, pelagic zone",69.66865104654605,30.035434483755804,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Bunnfauna, begroing og miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103045","Vannmiljø Station Store Tverrvatnet","Lake, pond, pool, reservoir","Water column, pelagic zone",69.62720000599555,30.026649862515995,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103047","Vannmiljø Station Bjørnevatn, østenden","Lake, pond, pool, reservoir","Water column, pelagic zone",69.65041000523586,30.029399862390772,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_016-104977","Vannmiljø Station Storediket oppstrøms","River, stream, canal","Water column, pelagic zone",59.13176342232268,9.681759060064223,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Problemkartlegging, VO"
"Vannmiljø_012-105300","Vannmiljø Station Nøstebekken, kum 41904","River, stream, canal","Water column, pelagic zone",59.744653006536154,10.231562197745449,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_006-105329","Vannmiljø Station Huken pukkverk nedstrøms","River, stream, canal","Water column, pelagic zone",59.97150553220744,10.87447309682251,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Resipientovervåkning nedstrøms Huken pukkverk"
"Vannmiljø_006-105330","Vannmiljø Station Huken pukkverk oppstrøms","River, stream, canal","Water column, pelagic zone",59.97399141315763,10.870107017685749,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Resipientovervåkning Huken pukkverk oppstrøms"
"Vannmiljø_056-106516","Vannmiljø Station Klasatjørna","Lake, pond, pool, reservoir","Water column, pelagic zone",60.36765813884811,5.224285420501147,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Månedlige vannprøver"
"Vannmiljø_056-106517","Vannmiljø Station Storavatnet ved utløp","Lake, pond, pool, reservoir","Water column, pelagic zone",60.3544291001129,5.210265820076422,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Månedlige vannprøver"
"Vannmiljø_056-106519","Vannmiljø Station Storavatnet nordvest","Lake, pond, pool, reservoir","Water column, pelagic zone",60.36753773176217,5.213681230620351,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Månedlige vannprøver"
"Vannmiljø_056-106522","Vannmiljø Station Kiplevatnet","River, stream, canal","Water column, pelagic zone",60.37046673658787,5.20336845292259,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Månedlige vannprøver"
"Vannmiljø_056-106523","Vannmiljø Station Stølavatnet","River, stream, canal","Water column, pelagic zone",60.373024981411284,5.197173305227308,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Månedlige vannprøver"
"Vannmiljø_056-106524","Vannmiljø Station Stiavatnet","River, stream, canal","Water column, pelagic zone",60.37135605068717,5.182669837585778,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Månedlige vannprøver"
"Vannmiljø_057-106525","Vannmiljø Station Liljevatnet","River, stream, canal","Water column, pelagic zone",60.36804397073407,5.150316313546539,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Månedlige vannprøver"
"Vannmiljø_057-106530","Vannmiljø Station Halvgjevatnet","River, stream, canal","Water column, pelagic zone",60.34719206777387,5.080416675533432,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Månedlige vannprøver"
"Vannmiljø_057-106531","Vannmiljø Station Elv fra Storavatnet","River, stream, canal","Water column, pelagic zone",60.35560021776808,5.080055503390503,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Månedlige vannprøver"
"Vannmiljø_123-106603","Vannmiljø Station Reppesbekken, sør for Malvikvegen","River, stream, canal","Water column, pelagic zone",63.42618023733545,10.554524519921406,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking E6RV. Vannkjemi, automatisk logging."
"Vannmiljø_03.20-106604","Vannmiljø Station Grønbergsbekken, utløpet til Hommelvika","River, stream, canal","Water column, pelagic zone",63.418151714377174,10.779452090818062,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking ifm. E6RV. Vannkjemi, manuell måling av turbiditet, temp, konduktivitet osv."
"Vannmiljø_03.20-106605","Vannmiljø Station Stjørdalselva, nordøst for Hellstranda","River, stream, canal","Water column, pelagic zone",63.44891997268245,10.892260018833124,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking ifm. E6RV. Vannkjemi"
"Vannmiljø_012-106607","Vannmiljø Station Holsfjorden - driftsundersøkelser Oslo VAV","Lake, pond, pool, reservoir","Water column, pelagic zone",59.96350700023691,10.321068000540334,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Analyseresultater f.o.m. 2022"
"Vannmiljø_151-107265","Vannmiljø Station Bekk fra Langdalsåsen","River, stream, canal","Water column, pelagic zone",65.55372665972915,13.375283602507727,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Prosjekt E6 Svenningelv - Lien"
"Vannmiljø_151-107269","Vannmiljø Station Bekk fra Langdalsåsen","River, stream, canal","Water column, pelagic zone",65.55342766954614,13.385959271632162,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Prosjekt E6 Svenningelv - Lien"
"Vannmiljø_151-107271","Vannmiljø Station Bekk fra Svenningåsen","River, stream, canal","Water column, pelagic zone",65.5476047376303,13.377679030787228,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Prosjekt E6 Svenningelv - Lien"
"Vannmiljø_151-107272","Vannmiljø Station Bekk fra Svenningåsen","River, stream, canal","Water column, pelagic zone",65.54775424116889,13.385812355799912,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Prosjekt E6 Svenningelv - Lien"
"Vannmiljø_122-107427","Vannmiljø Station 35 Utløp Buvatnet","River, stream, canal","Water column, pelagic zone",62.8528844839633,10.023107308486415,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_125-108301","Vannmiljø Station Langstein deponi","River, stream, canal","Water column, pelagic zone",63.55236275707762,10.946808374933273,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_113-108455","Vannmiljø Station Hestneselva HE-1","River, stream, canal","Water column, pelagic zone",63.129936123800555,8.516765835440182,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_113-108456","Vannmiljø Station Otneselva O-1","River, stream, canal","Water column, pelagic zone",63.13374166344924,8.476050260291327,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_113-108458","Vannmiljø Station Torbugbekken T-1","River, stream, canal","Water column, pelagic zone",63.135983971366954,8.432976539347678,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_113-108460","Vannmiljø Station Klettaelva KE-1","River, stream, canal","Water column, pelagic zone",63.126088624510736,8.377141415310499,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_113-108463","Vannmiljø Station Pestubekken PB-1","River, stream, canal","Water column, pelagic zone",63.0881456175791,8.352525700180296,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_012-108472","Vannmiljø Station Strandafjorden","Lake, pond, pool, reservoir","Water column, pelagic zone",60.60516192337414,8.49956435251128,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Biologiske undersøkelser."
"Vannmiljø_113-108521","Vannmiljø Station Raudbekken","River, stream, canal","Water column, pelagic zone",63.12618261663986,8.378420068897901,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_113-108522","Vannmiljø Station Holbekken","River, stream, canal","Water column, pelagic zone",63.12606947256731,8.375293629924743,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_246-109794","Vannmiljø Station Andevatn","Lake, pond, pool, reservoir","Water column, pelagic zone",69.59882000519866,30.051479860614037,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Bunnfauna og miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-109828","Vannmiljø Station Reitanvatn, utløp","River, stream, canal","Water column, pelagic zone",69.59483000474282,30.05770985984407,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Bunnfauna og miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-109839","Vannmiljø Station Gruve Kjellmansåsen","Lake, pond, pool, reservoir","Water column, pelagic zone",69.58585600509322,30.039912861918193,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-109840","Vannmiljø Station Gruve Fisketinden syd","Lake, pond, pool, reservoir","Water column, pelagic zone",69.60710200511798,30.035893861370816,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-109841","Vannmiljø Station Gruve Fisketinden nord","Lake, pond, pool, reservoir","Water column, pelagic zone",69.61139200506905,30.03674486148161,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-109842","Vannmiljø Station Grundtjern","Lake, pond, pool, reservoir","Water column, pelagic zone",69.62902500442493,30.01655886389272,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-109843","Vannmiljø Station Gruve Hyttemalmen","Lake, pond, pool, reservoir","Water column, pelagic zone",69.59133100517995,30.032835860920358,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_113-109933","Vannmiljø Station Trollhaugbekken TH-1","River, stream, canal","Water column, pelagic zone",63.13482427035476,8.494597207263029,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_125-110549","Vannmiljø Station Dullumbekken øvre","River, stream, canal","Water column, pelagic zone",63.6235139044983,11.082897727231144,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_125-110553","Vannmiljø Station Høghåmmåren deponi","River, stream, canal","Water column, pelagic zone",63.568975018416324,10.976442143543462,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_006-111996","Vannmiljø Station Alna nedstrøms THaugerudbekken","River, stream, canal","Water column, pelagic zone",59.92104650894902,10.835965643449274,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Prøvepunkt i Alna nedstrøms Haugerudbekken"
"Vannmiljø_006-111997","Vannmiljø Station Alna oppstrøms Haugerudbekken","River, stream, canal","Water column, pelagic zone",59.92214882746792,10.83589519381202,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Prøvepunkt i Alna oppstrøms Haugerudbekken"
"Vannmiljø_123-112500","Vannmiljø Station Pedersborgtjernet","Lake, pond, pool, reservoir","Water column, pelagic zone",63.4258670045831,10.667507467221222,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Kunstig etablert salamanderdam på privat eiendom. Overvåkes ifm. utvidelse av E6 mellom Ranheim og Værnes."
"Vannmiljø_123-112844","Vannmiljø Station Torpbekken nedstrøms Øvre Torp","River, stream, canal","Water column, pelagic zone",63.43260356267862,10.681833600759465,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_061-113573","Vannmiljø Station Skulstadelva","River, stream, canal","Water column, pelagic zone",60.428247794240555,5.625386997032788,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_061-113574","Vannmiljø Station Manndalselva nedstraums","River, stream, canal","Water column, pelagic zone",60.42595498234858,5.627776746373361,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_061-113575","Vannmiljø Station Skredbekken","River, stream, canal","Water column, pelagic zone",60.42349160068059,5.626007601442801,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_109-113625","Vannmiljø Station Driva ved Steggelbakken","River, stream, canal","Water column, pelagic zone",62.58537092553422,9.641297471729224,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Inngår i Elveovervåkingsprogrammet."
"Vannmiljø_012-113917","Vannmiljø Station Leirelva ved Hans Bergs vei","River, stream, canal","Water column, pelagic zone",59.69547999984743,10.246189999523404,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-114579","Vannmiljø Station Skorovasselva øvre","River, stream, canal","Water column, pelagic zone",64.66578331771628,13.012991435114671,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_002-114810","Vannmiljø Station Mjøsa, Hamar","Lake, pond, pool, reservoir","Water column, pelagic zone",60.7791916213389,11.077506890263374,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøgifter i ferskvann (MilFersk)"
"Vannmiljø_002-115585","Vannmiljø Station Mjøsa, Tangenvika","Lake, pond, pool, reservoir","Water column, pelagic zone",60.58864814743703,11.27050654549853,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_002-115586","Vannmiljø Station Mjøsa, Tangenvika","Lake, pond, pool, reservoir","Water column, pelagic zone",60.59817408221033,11.279006837426428,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_002-115587","Vannmiljø Station Mjøsa, Tangenvika","Lake, pond, pool, reservoir","Water column, pelagic zone",60.581970349274805,11.261106342756877,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_109-115935","Vannmiljø Station Ålma nedre","River, stream, canal","Water column, pelagic zone",62.58904103576353,9.645091363070922,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Oppstrøms Ålma bru, elvekant på nordside."
"Vannmiljø_056-116375","Vannmiljø Station Småvatnet","Lake, pond, pool, reservoir","Water column, pelagic zone",60.357199733063176,5.194462262769103,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_139-117358","Vannmiljø Station Drensvann fra Taubanesilo","River, stream, canal","Water column, pelagic zone",64.6352060222643,13.102715328264251,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: NIVA Overvåking av gruvepåvirkede vassdrag. Skorovas Gruber."
"Vannmiljø_134-118815","Vannmiljø Station Almtjønnbekken, ved Gjølgavatnet","River, stream, canal","Water column, pelagic zone",63.79311529565377,10.053376577023789,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_123-119227","Vannmiljø Station Væla","River, stream, canal","Water column, pelagic zone",63.05632683593241,11.547670491191136,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_122-119889","Vannmiljø Station 10, Hammerbekken nedstrøms ny E6","River, stream, canal","Water column, pelagic zone",62.86278684267607,10.065400108210088,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåkning bekk under anleggsarbeider med ny E6"
"Vannmiljø_122-119890","Vannmiljø Station 39, Buvatnet","Lake, pond, pool, reservoir","Water column, pelagic zone",62.84183080442957,10.017943083509715,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåkning i forbindelse med anleggsgjennomføring for ny E6"
"Vannmiljø_128-119977","Vannmiljø Station Nedre Nesja","River, stream, canal","Water column, pelagic zone",64.06054141260122,11.504301930688845,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_128-119978","Vannmiljø Station Øvre Nesja","River, stream, canal","Water column, pelagic zone",64.06066901061807,11.513324152036475,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_128-119979","Vannmiljø Station Nedre Sørenget","River, stream, canal","Water column, pelagic zone",64.0578245304501,11.502178498468183,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_128-120053","Vannmiljø Station Øvre Sørenget","River, stream, canal","Water column, pelagic zone",64.05796562301505,11.510731945231461,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_128-120054","Vannmiljø Station Lundsbekken Utløp","River, stream, canal","Water column, pelagic zone",64.05249192625968,11.493776414948535,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_128-120055","Vannmiljø Station Bekk Rungstad","River, stream, canal","Water column, pelagic zone",64.0540033077507,11.491202242485741,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_128-120056","Vannmiljø Station Steinsengbekken","River, stream, canal","Water column, pelagic zone",64.04608501393318,11.493059648408192,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_128-120057","Vannmiljø Station Selesbekken Nord","River, stream, canal","Water column, pelagic zone",64.04249737122105,11.484524020918311,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_128-120058","Vannmiljø Station Selesbekken Sør","River, stream, canal","Water column, pelagic zone",64.03564801982536,11.475649768587893,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_084-120170","Vannmiljø Station Grytaelva","River, stream, canal","Water column, pelagic zone",61.492700001300726,5.461800010192514,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Prøvepunkt vannprøver - bakgrunnsmålinger og overvåking i forbindelse med Engebøprosjektet. Vm Emission Source: Industrial"
"Vannmiljø_084-120171","Vannmiljø Station Grytaelva","River, stream, canal","Water column, pelagic zone",61.49675000137754,5.460930011010914,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Prøvepunkt vannprøver - bakgrunnsmålinger og overvåking i forbindelse med Engebøprosjektet. Vm Emission Source: Industrial"
"Vannmiljø_084-120172","Vannmiljø Station Grytaelva","River, stream, canal","Water column, pelagic zone",61.492849921399895,5.467974345266791,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Prøvepunkt vannprøver - bakgrunnsmålinger og overvåking i forbindelse med Engebøprosjektet. Vm Emission Source: Industrial"
"Vannmiljø_084-120173","Vannmiljø Station Grytaelva","River, stream, canal","Water column, pelagic zone",61.49617000142009,5.461180010837983,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Prøvepunkt vannprøver - bakgrunnsmålinger og overvåking i forbindelse med Engebøprosjektet. Vm Emission Source: Industrial"
"Vannmiljø_084-120174","Vannmiljø Station Stølselva","River, stream, canal","Water column, pelagic zone",61.49305000152078,5.420550010533522,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Prøvepunkt vannprøver - bakgrunnsmålinger og overvåking i forbindelse med Engebøprosjektet. Vm Emission Source: Industrial"
"Vannmiljø_084-120175","Vannmiljø Station Engebødalselven","River, stream, canal","Water column, pelagic zone",61.49745000181712,5.455230009739163,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Prøvepunkt vannprøver - bakgrunnsmålinger og overvåking i forbindelse med Engebøprosjektet. Vm Emission Source: Industrial"
"Vannmiljø_012-120272","Vannmiljø Station Bekk ved Nesvang","River, stream, canal","Water column, pelagic zone",59.6762896570857,10.368404953926401,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_122-120388","Vannmiljø Station 8b, Øyabekken","River, stream, canal","Water column, pelagic zone",62.86689196138464,10.082598598488199,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Prøvepunkt i Øyabekken i forbindelse med bygging av ny E6"
"Vannmiljø_122-120389","Vannmiljø Station 1, Ila nedstrøms","River, stream, canal","Water column, pelagic zone",62.93802759819307,10.19205427674017,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Prøvepunkt i forbindelse med bygging av ny E6 Berkåk - Vindåsliene"
"Vannmiljø_123-120574","Vannmiljø Station Fjølstadbekken","River, stream, canal","Water column, pelagic zone",63.42144971792904,10.628529523204433,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_143-120833","Vannmiljø Station Håvanelva","River, stream, canal","Water column, pelagic zone",65.09096999867846,11.689838992308923,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_056-120880","Vannmiljø Station Langavatnet","Lake, pond, pool, reservoir","Water column, pelagic zone",60.48051510142459,5.342424716308659,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Prøvetaking i forbindelse med utbygging av E39.
Vegsalt og tungmetaller i innsjøer langs europa- og riksveier."
