Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Heavy metals in zooplankton and decapod crustaceans from the Barents Sea.,Zauke GP; Schmalenbach I,"Trace metals (Cd, Cu, Pb and Zn) were analysed in zooplankton samples and decapod crustaceans collected on cruises of ""RV Walther Herwig III"" to the Barents Sea (Summer 1991, 1994 and 2000). We found a substantial spatial heterogeneity in the decapod crustacean Pandalus borealis, with increasing Cd concentrations from the south (North Cape Bank; 0.7 mg kg(-1) DW) to the north (north of Svalbard; 4.7 mg kg(-1)), supporting the hypothesis that the frequently reported Cd-anomaly in polar crustaceans might be extended to the Barents Sea. Regarding various crustaceans and zooplankton collectives (2000) a distinct interspecific heterogeneity of metals was obvious, with lowest Cd concentrations in euphausiids and chaetognaths and highest ones in decapods and hyperiid amphipods; lowest Cu concentrations in chaetognaths and copepods and highest ones in euphausiids and decapods; and lowest Zn concentrations in euphausiids and decapods and highest ones in some copepods. For Pb many values were below or close to the limit of detection, suggesting that Pb concentrations about 0.4 mg kg(-1) might serve as a regional background value. Results for Cd, Cu and Zn in copepods of this study are largely within the reported range, but high Cd concentrations in copepods from summer in contrast to reported lower ones during winter/spring may be related either to changing accumulation strategies of the copepod species involved or to seasonally changing Cd absorption in copepods from food.",2006,Apr,Sci Total Environ,359,01-Mar,283-94,,10.1016/j.scitotenv.2005.09.002,16194562,#576,Zauke 2006,,Cu biology; biota; marine; pre-2010; primary source
Impacts of climate change on metal leaching and partitioning for submarine mine tailings disposal.,Pedersen KB; Lejon T; Jensen PE; Ottosen LM; Frantzen M; Evenset A,"At present, there are no standardised tests to assess metal leaching during submarine tailings discharge. In this study the influence of variables known to affect metal mobility and availability (dissolved organic carbon (DOC), pH, salinity, temperature, aerated/anoxic conditions) along with variables affected by the discharge conditions (flocculant concentration, suspension) were studied in bench-scale experiments. The leaching tests were developed based on the case of a copper mine by Repparfjorden, northern Norway, which is planned to re-open in 2022. The experiments, which had three week duration, revealed low (<6 %) leaching of metals. Multivariate analysis showed that all variables, apart from DOC, highly influenced leaching and partitioning of at least one metal (Ba, Cr, Cu, and/or Mn). The high quantity of the planned annual discharge of mine tailings to the fjord (1-2 million tonnes) warranted estimation of the leached quantity of metals. Multivariate models, using present-day conditions in the fjord, estimated leaching of up to 124 kg Ba, 154 kg Cu and 2400 kg Mn per year during discharge of tailings. Future changes in the fjord conditions caused by climate change (decreased pH, increased temperature) was predicted by the multivariate models to increase the leaching up to 55 %, by the year 2065. The bench-scale experiments demonstrated the importance of including relevant variables (such as pH, salinity, and temperature) for metal leaching and -partitioning in leaching tests. The results showed that metal leaching during discharge is expected and will increase in the future due to the changed conditions caused by the foreseen climate change, and thereby underline the importance of monitoring metal concentrations in water during operations to determine the fate of metals in the fjord.",2022,Nov,Mar Pollut Bull,184,,114197,,10.1016/j.marpolbul.2022.114197,36208554,#588,Pedersen 2022,,Cu environmental chemistry; marine; primary source; projection/estimation; sediment
Trace metals in skeletal calcite of echinoderms from the Barents Sea.,Iglikowska A; Piwoni-Piórewicz A; Cieślik BM; Żyłan D; Waszczuk P; Kukliński P,"This study investigates the skeletal accumulation of selected elements (Al, Ag, As, Ca, Co, Cr, Cu, Fe, Hg, K, Mg, Mn, Na, Pb, Sr, Zn) in echinoderms inhabiting Barents Sea, an area impacted by human activities from northern Norway and Kola Peninsula, known sources of metal pollution. The primary aim was to have insight whether metals incorporation in the skeleton of Arctic echinoderms is regulated physiologically by the organism or influenced by abiotic environmental conditions (expressed as distance from the source of metal pollution). Metal concentrations were analysed in 17 species from four echinoderm classes: Asteroidea, Ophiuroidea, Crinoidea and Echinoidea. The results revealed species-specific accumulation patterns for most metals, indicating a strong biological control over metal incorporation. In crinoid Heliometra glacialis, a negative correlation between body size and skeletal concentrations of Al, Fe, Mg and Mn was observed. This correlation was ascribed to age-related metabolic traits and a likely mechanism for removing foreign metals from the skeletal calcite. The relationships between environmental factors and metal accumulation patterns were less clear. However, higher concentrations of Al, Fe, Mg, Mn and Pb were found in suspension feeders collected near glaciers, which were potential sources of suspended material. Asteroids exhibited particularly high concentrations of Cu, Fe, Cr, Hg compared to species from the other regions, suggesting that their calcified skeletons may serve as storage mechanisms to prevent toxic effects in other body parts. These observations confirm that biologically-mediated processes predominantly govern metal bioaccumulation in Arctic echinoderms.",2024,Nov,Chemosphere,367,,143635,,10.1016/j.chemosphere.2024.143635,39490763,#592,Iglikowska 2024,,Cu biology; biota; marine
The presence of mercury and other trace metals in surface soils in the Norwegian Arctic.,Halbach K; Mikkelsen Ø; Berg T; Steinnes E,"Svalbard is an important study area for investigating the long-range transport of mercury (Hg) and other trace elements to the Arctic. Few studies have focused on their concentrations in Arctic soils. With ongoing climate change leading to thawing permafrost ground the soil compartment is of increasing importance in the Arctic. In this study, elemental composition and soil organic matter (SOM) content of surface and mineral soils in Svalbard are presented. The aim is to provide new data on soils in the Arctic and to gain more knowledge about the role of the soil in the biogeochemical cycle of mercury (Hg). Concentrations are reported for Al, As, Cd, Cr, Cu, Fe, Hg, Mn, Ni, Pb, S and Zn. Samples were taken in Adventdalen and in the area near Ny-Ålesund. We obtained a mean Hg concentration of 0.111 ± 0.036 μg/g in surface soils (range 0.041-0.254 μg/g). Hg levels in mineral soils (mean: 0.025 ± 0.013 μg/g; range: 0.004-0.060 μg/g) were substantially lower than in the corresponding surface soils. Hg strongly accumulates in the surface soil layer (upper 3 cm) and is associated with SOM (surface soil: 59 ± 14%). Hg concentrations in the surface soil were slightly lower than those in the humus layer in mainland Norway and were comparable to levels in soils elsewhere in the Arctic. An inverse association of Hg was found with elements attributed to the mineral soil, indicating that Hg is predominantly derived from atmospheric deposition.",2017,Dec,Chemosphere,188,,567-574,,10.1016/j.chemosphere.2017.09.012,28915375,#596,Halbach 2017,,Cu environmental chemistry; sediment; terrestrial
Organohalogens and metals in marine fish and mussels and some relationships to biological variables at reference localities in Norway.,Green NW; Knutzen J,"The main goals of this study were to define, for the Norwegian coast, ""high background"" levels of micropollutants routinely monitored within the the Oslo and Paris Commission Joint Assessment and Monitoring Programme, and to reassess the present Norwegian reference levels used as the basis for a classification of environmental quality. The indicator organisms analysed as bulked/individual samples were cod (Gadus morhua, n approximately 1170; n approximately 240 for organochlorines), dab (Limanda limanda, n approximately 75), plaice (Pleuronectes platessa, n approximately 55) lemon sole (Microstomus kitt, n approximately 13). and blue mussels (Mytilus edulis, n approximately 200) collected between 1991-2000. Based on the 90-95 percentiles of measurements at localities far from point sources, we propose for liver of cod a reference level for SigmaPCB(7) (CBs 28, 52, 101, 118, 138, 153 and 180) of 500 microg kg(-1) w.w. and further for DDE 200 microg kg(-1), SigmaHCHs 30 microg kg(-1), HCB 20 and OCS 5 microgkg(-1) w.w. In the same order the proposed reference levels for liver of dab are: 150, 60, 15, 5, and 2 microgkg(-1) w.w.; and for the soft body of mussels: 3, 1, 1, 0.1 and 0.1 microg kg(-1) wet weight. Reference levels of metals are 0.1 mgHg kg(-1) w.w. in fish fillet, and for Hg, Cd, Pb, Zn, Cu in mussels 0.2, 2, 3, 200 and 10 mg kg(-1) d.w., respectively. Hg in fillet of cod and dab were positively correlated with length and weight. PCB levels in liver of cod and dab showed a positive but weak correlation with length, whereas no co-variation was found between PCBs and liver fat. The results of introductory recordings of polychlorinated dibenzo-p-dioxins/dibenzofurans, polychlorinated naphtalenes, Toxaphene and brominated flame retardants in liver of cod from reference sites are also presented.",2003,Mar,Mar Pollut Bull,46,3,362-74,,10.1016/S0025-326X(02)00515-5,12604072,#621,Green 2003,Sam Welch (2025-07-18 20:40:42)(Select): May already be reported in Vannmiljø?; ,biota; marine; pre-2010; primary source
Levels and interactions of heavy metals in sea birds from Svalbard and the Antarctic.,Norheim G,"Samples of liver and kidney from 92 seabirds of ten species collected on Spitsbergen and in the Antarctic, were analysed for their content of copper, zinc, cadmium, lead, mercury and selenium. Significantly higher levels of copper and zinc were observed in birds from Spitsbergen than in those from the Antarctic, while the opposite was true for selenium. The highest cadmium levels were found in fulmar Fulmarus glacialis and macaroni penguin Eudyptes chrysolophus. A possibility of kidney damage due to cadmium exists. The highest mercury levels were recorded in brown skua Catharacta lonnbergi collected at Bouvetøya. Lead was not detected in any of the birds. Significant correlations were observed between levels of several of the metals studied, especially between cadminum and zinc and between mercury and selenium. However, for all birds, the highest correlation coefficients were observed when the molar concentrations of cadmium plus mercury, and selenium plus zinc, were used in the calculations. Thus several protective mechanisms may operate to diminish effects of heavy metal contaminants.",1987,,Environ Pollut,47,2,83-94,,10.1016/0269-7491(87)90039-x,15092711,#622,Norheim 1987,,Cu biology; biota; pre-2010; terrestrial
"Toxic and essential elements in seafood from Mausund, Norway.",Ervik H; Finne TE; Jenssen BM,"In annual surveys conducted during the period 2012-2015, concentrations of the toxic or essential elements B, Se, Cd, Sn, Cs, Hg, Pb, Al, Cr, Mn, Fe, Ni, Cu, Zn, and As were analyzed in brown meat of edible crab (Cancer pagurus), and filets of cod (Gadus morhua) and halibut (Hippoglossus hippoglossus) in one of the most important commercial crab fishing areas in Norway, at Mausund in Frøya municipality in Sør-Trøndelag, Norway. Concentrations of the elements were analyzed in sediments in 2015. Several salmon farms are located in this area. Samples were extracted by HNO(3) and analyzed using inductively coupled plasma mass spectroscopy (ICP-MS). Crab, cod, and halibut were caught in a total of five locations. One of these locations was in the proximity of a salmon farm. In edible crabs, the mean ranks were significantly different between two locations only for Sn (p = 0.034). When all data were pooled, the mean ranks statistics showed significant difference between all years for the elements Se (p = < 0.001), Cs (p = 0.005), Mn (p = 0.002), Zn (p = 0.006), and As (p = 0.001) in edible crab. The study showed elevated levels of Cd in edible crabs in 2012, 2013, 2014, and 2015, with the highest levels in 2015. In cod, there were significant differences between locations for the elements B (p = 0.003), and Pb (p = 0.04), as well as between the years for the elements B, Sn, Cs, Hg, Cr, and As (p = < 0.01). The study showed elevated level of Pb in cod in 2013. Halibut showed no significant differences between years or locations for any elements. The Cd, Hg, and Pb values of the sediments in this study indicate that local geogenic sources cannot be considered a major cause of high values in local biota.",2018,Mar,Environ Sci Pollut Res Int,25,8,7409-7417,,10.1007/s11356-017-1000-4,29280100,#636,Ervik 2018,,biota; marine; sediment
Projected changes of the emission and transport of organic pollutants and metals from shipping in European seas 2018-2050.,Aghito M; Majamäki E; Hänninen R; Lunde Hermansson A; Hassellöv IM; Ytreberg E; Kolovoyiannis V; Zervakis V; Granberg M; Moldanová J; Dagestad KF; Breivik Ø; Hole LR; Jalkanen JP,"The ChemicalDrift model is applied to predict concentrations of metals and polycyclic aromatic hydrocarbons emitted from shipping in European seas in 2050, compared to 2018. Sources include antifouling paints (AFPs), discharge water from scrubbers and atmospheric deposition. The fate of pollutants in the marine environment is presented, highlighting the effect of degradation and volatilization, with seasonal and regional differences. A simplified impact assessment is outlined, where predicted environmental concentrations of individual chemicals and whole effluent concentrations of scrubber discharge water are compared to predicted no-effect concentrations (PNECs) or lowest observed effect concentration (LOEC). The 2018 assessment shows scrubber effluent concentrations exceeding LOEC in Baltic and North Sea coastal regions. By 2050, assuming high use of scrubbers, elevated concentrations may extend to all European seas. For AFPs, assuming continued use of primarily copper-based paints, the highest copper concentrations are projected in 2050 for North Sea ports and coasts, potentially exceeding PNECs.",2025,Feb,Mar Pollut Bull,211,,117351,,10.1016/j.marpolbul.2024.117351,39674034,#642,Aghito 2025,"Sam Welch (2025-07-14 18:02:29)(Select): Technically no, but looking at the full text they model areas in our study scope too; PIERRE  BLEVIN (2025-07-09 18:22:57)(Screen): North sea ==> need to check if this is geographically relevant; ",marine; projection/estimation
Induction and activity of oxidative stress-related proteins during waterborne Cu-exposure in brown trout (Salmo trutta).,Hansen BH; Rømma S; Søfteland LI; Olsvik PA; Andersen RA,"Induction of gene transcription for proteins and enzymes involved in metal-mediated oxidative stress were studied in brown trout transferred to a Cu-contaminated river in the Røros region in Central Norway. In addition to metallothionein (MT-A), Cu/Zn-superoxide dismutase (SOD), catalase (CAT), glutathione peroxidase (GPx) and glutathione reductase (GR) gene transcription, protein levels of MT and enzyme activities of SOD and CAT were analyzed in gill, liver and kidney. MT-A, SOD and GR transcription increased significantly along with uptake of Cu in gills, while only transcription of MT-A was found to respond in liver and kidney during the exposure. Already present MT proteins in gills seemed to be oxidized during the exposure, probably caused by Cu-mediated oxidative stress, and no increase in MT protein levels were observed in gills. SOD and CAT enzyme levels were affected in all tissues during the exposure. A negative correlation between SOD and CAT activities was observed in gills, and we suggest that the activities of these enzymes were influenced not only through transcription. GPx and GR transcription levels correlated positively with each other in gills and liver, indicating their shared function in GSH-turnover. Levels of MT and activity of SOD and CAT dealing with metal-induced oxidative stress appear to be regulated not only through gene transcription, but also through post-translational mechanisms.",2006,Dec,Chemosphere,65,10,1707-14,,10.1016/j.chemosphere.2006.04.088,16780922,#656,Hansen 2006,,Cu biology; biota; freshwater; pre-2010; primary source
Chemical assessment of marine sediments in vicinity of Norwegian fish farms - A pilot study.,Aslam SN; Venzi MS; Venkatraman V; Mikkelsen Ø,"While aquaculture is growing rapidly all over the world and generating many economic benefits, so have the environmental concerns about the externalities posed by the fish-farming industry. The distribution profiles of organic compounds and inorganic elements were explored in marine surface sediments collected in proximity of two active Norwegian fish farms, Hestøya and Nørholmen (<200-1100 m from the perimeter edge of the installations). Overall, the sediment organic matter (SOM) content was 7.3 ± 4.9%, with 7.9 ± 5.1% and 4.0 ± 0.5% for Hestøya and Nørholmen, respectively. A non-targeted analysis was performed for screening organic compounds in marine sediments, and the presence of 60 compounds was detected. Among suspect compounds were alkanes, alkenes, aromatics, aldehydes, ketones, esters, alcohols, diols, polycyclic aromatic hydrocarbons (PAHs), terpenes and terpenoids. Heptanal, benzaldehyde, 4-oxoisophorone, 1,7-dimethylnaphthalene and 3-bromophenol were the most abundant compounds in marine sediments. In total, concentrations of 47 elements were measured, concentrations of As, Cd, Cr, Cu, Hg, Mo, Ni, Sn and Zn were strongly influenced by anthropogenic inputs, while concentrations of Ce, Co, Al, Fe and Ti were related to the geology of the local bedrock. The chemical composition of marine sediments was different at Hestøya and Nørholmen, indicating different anthropogenic inputs in these areas. In general, concentrations of toxic elements were below the proposed guidelines for Norwegian marine sediment quality and can be characterised as background pollution. Overall, fish-farming activities had only a minor or negligible influence on marine sediments and are unlikely to cause any harm to local aquatic life in the studied area.",2020,Aug,Sci Total Environ,732,,139130,,10.1016/j.scitotenv.2020.139130,32438149,#658,Aslam 2020,,marine; sediment
Spatial and temporal trends of contaminants in mussel sampled around the Icelandic coastline.,Sturludottir E; Gunnlaugsdottir H; Jorundsdottir HO; Magnusdottir EV; Olafsdottir K; Stefansson G,"Contaminants have been determined in blue mussels (Mytilus edulis) at 11 locations around the Icelandic coastline from 1990 to 2010. The aim of the present study was to investigate if there has been a change in concentration of contaminants around the Icelandic coastline for the last two decades and if the concentrations and changes, if present, were consistent between locations. Concentrations of the persistent organic pollutants, p,p'-dichlorodiphenyldichloroethene (p,p'-DDE), hexachlorobenzene (HCB), α-hexachlorocyclohexane (α-HCH), polychlorinated biphenyl (PCB-153) and trans-nonachlor, have decreased at most of the sampling locations in Iceland in recent years. However, an increasing trend was found at a few locations that could be explained by anthropogenic activity. The concentration levels of the persistent organics were much lower than found at the Norwegian, USA and Chinese coasts, especially levels of p,p'-DDE. The concentration of copper and selenium had a consistent pattern of change and concentration between locations over the period which showed a decreasing trend in recent years. The trace elements arsenic, cadmium, mercury and zinc showed more variation in concentration between locations, the concentration of arsenic, mercury and zinc was fairly stable over the period, whereas there were fluctuations in cadmium concentrations. The concentrations of cadmium and zinc were observed to be somewhat higher than found in mussels from Norway, USA and China but values of mercury and lead were much lower in the mussel sampled in Iceland. The higher concentrations of cadmium and zinc can be explained by the volcanic activity in Iceland but no major anthropogenic sources of trace elements are known in Iceland.",2013,Jun,Sci Total Environ,454-455,,500-9,,10.1016/j.scitotenv.2013.03.042,23567170,#687,Sturludottir 2013,,biota; marine; primary source
Heavy metal contents in whitefish (Coregonus lavaretus) along a pollution gradient in a subarctic watercourse.,Amundsen PA; Kashulin NA; Terentjev P; Gjelland KØ; Koroleva IM; Dauvalter VA; Sandimirov S; Kashulin A; Knudsen R,"Metallurgic industry is a source of serious environmental pollution related to the emission of heavy metals. Freshwater systems are focal points for pollution, acting as sinks for contaminants that may end up in fish and humans. The Pasvik watercourse in the border area between Finland, Norway and Russia is located in the vicinity of the Pechenganickel metallurgic enterprises, and the lower part of the watershed drains the Nikel smelters directly through Lake Kuetsjarvi. Heavy metal (Ni, Cu, Cd, Zn, Pb and Hg) concentrations in environment (water and sediments) and whitefish Coregonus lavaretus tissue (gills, liver, kidney and muscle) were contrasted between five lake localities situated along a spatial gradient of increasing distance (5-100 km) to the smelters. The heavy metal concentrations, in particular Ni, Cu and Cd, were highly elevated in Kuetsjarvi, but steeply declined with increasing distance to the smelters and were moderate or low in the other four localities. The study demonstrates that the majority of metal emissions and runoffs are deposited near the pollution source, and only moderate amounts of the heavy metal contaminants seem to be transported at further distances. Bioaccumulation of Hg occurred in all investigated tissues, and higher Hg concentrations in planktivorous versus benthivorous whitefish furthermore indicated that pelagic foraging is associated with higher levels of Hg biomagnification. Potential population ecology impacts of high heavy metal contaminations where mainly observed in whitefish in Kuetsjarvi, which showed depletions in growth rate, condition factor and size and age at maturation.",2011,Nov,Environ Monit Assess,182,01-Apr,301-16,,10.1007/s10661-011-1877-1,21287264,#690,Amundsen 2011,Sam Welch (2025-07-08 20:15:43)(Screen): partially in Norway; ,biota; freshwater
Trends and potential human health risk of trace elements accumulated in transplanted blue mussels during restoration activities of Flekkefjord fjord (Southern Norway).,Parolini M; Panseri S; Håland Gaeta F; Rossi L; Dell'Anno M; Ceriani F; De Felice B; Rafoss T; Arioli F; Pilu S; Chiesa LM,"The monitoring of contaminants represents a priority to preserve the integrity of marine ecosystems, as well as to plan and to manage restoration activities in order to protect environmental and human health. In the present study, a 6-months active biomonitoring was performed to explore the levels of eighteen trace and toxic elements, including heavy metals (TEs; i.e. Al, As, Ca, Cd, Cr, Cu, Fe, Hg, K, Mg, Mn, Na, Ni, P, Pb, Sr, Ti, and Zn), accumulated in soft tissues of blue mussel (Mytilus edulis Linnaeus, 1758) individuals transplanted at different depths (5- and 15-m depth) in five locations within the Flekkefjord fjord (Southern Norway). As this area suffered a long-lasting contamination due to both organic and inorganic contaminants, a series of restoration activities were activated to tackle and to prevent potential risks for ecosystem and local population. Our results demonstrated that the levels of TEs accumulated in edible tissues of transplanted mussels in the Flekkefjord fjord were generally low before the beginning of the restoration activities. However, location- and time-specific differences in the accumulation of TEs were noted after the implementation of such activities. Interestingly, the levels of Fe and Mn significantly increased after the beginning of the restoration activities, likely because the release of these TEs from the slag used in such operations and/or resuspension of contaminated sediments. However, assuming that native mussels can accumulate the same TEs at levels measured in transplanted individuals, our results suggest a substantial safety for human consumption of native mussels from the Flekkefjord fjord, regardless of restoration activities.",2022,Feb,Environ Monit Assess,194,3,208,,10.1007/s10661-022-09835-7,35194687,#701,Parolini 2022,,Cu biology; biota; human; marine; primary source
Trace metal mobility in sub-seabed sediments by CO(2) seepage under high-pressure conditions.,Basallote MD; Borrero-Santiago AR; Cánovas CR; Hammer KM; Olsen AJ; Ardelan MV,"Carbon capture and storage (CCS) is the third contributor to cumulative carbon emission reductions required by the second half of this century. Although this is a promising technology for reducing atmospheric CO(2), it is only affordable if the confinement of the gas is guaranteed for hundreds of years. Hence, it is of paramount importance to figure out and predict the chemical and biological effects associated with potential CO(2) leakage, to provide decision makers with a good basis for choosing technology and potential storage sites. To this end, a titanium reactor (1.4 m(3)) was used to study CO(2) seepage under realistic sub-seabed conditions (30 bar pressure and 7 °C). The injection of CO(2) was calibrated to decrease the pH value from 8.1 to 7.3, which may be the pH found near a leakage point. This pH value also coincides with predictions for near-future ocean pH under current CO(2) emissions worldwide. The results from this study demonstrate that there are some elements, i.e., Fe, Co, Pb, Ce, Zn and Cu, present in deep marine sediments, that are strongly affected by the reduced pH levels related to CO(2) addition. The dissolved concentrations of Fe, Pb and, to a lesser extent, Cr increased, due probably to weakening of the Fe/Mn shuttle by increased dissolved concentrations of CO(2). Desorption processes from oxyhydroxide surfaces due to acidification may explain the release of Co, Ni and Ce observed during the experiment. The increased CO(2) concentration also led to increased metal bioavailability, suggested by higher values for labile metal species. Conversely, Cd mobility seems not to be affected by CO(2)-associated acidification. It is concluded that the determination of those elements most affected by CO(2)-related acidification in a sub-seabed CO(2) storage perimeter (i.e., sediment, sediment-water interface and water column) would be a simple and effective technique to verify suspected leakage.",2020,Jan,Sci Total Environ,700,,134761,,10.1016/j.scitotenv.2019.134761,31706093,#706,Basallote 2020,"Sam Welch (2025-07-18 18:48:02)(Select): On closer inspection, inside a tank designed to simulate a marine environment. ; PIERRE  BLEVIN (2025-07-17 04:21:31)(Screen): worth to check the geo area; ",Cu environmental chemistry; background; lab study; marine; primary source
Species and element-specific associations of trace elements with body size in mesopelagic fish and crustaceans from the North-East Atlantic.,Wiech M; García-Seoane E; Zhu Y; Fuglås MCV; Petersen SW; Øyan S; Berntssen MHG; Gautam N; Prabhu Philip AJ; Azad AM,"We explored the association between standard body length and whole-body element concentrations of As, Cd, Cu, Fe, Hg, Mn, Se, V, and Zn in four common mesopelagic species collected from fjord and offshore locations of the North-East Atlantic. These included silvery lightfish (Maurolicus muelleri), Glacier lanternfish (Benthosema glaciale), Northern krill (Meganyctiphanes norvegica), and Arctic red prawn (Eusergeses arcticus), and a large size-range was covered for each species. We found that the concentrations of most elements changed with size in the fish species and E. arcticus, and to a lesser degree in M. norvegica, likely due to its large growth variability which might have blurred the accumulation and dilution patterns. For the fjord samples, more elements were significantly associated with body length than for the offshore samples. Essential elements were mostly showing significant decreases in concentration with body size and growth dilution was suggested to be an important factor; however, further research is advised. For M. muelleri, Hg concentrations and δ(15)N increased with size, while for B. glaciale, neither Hg concentrations nor δ(15)N clearly increased with size in offshore locations, suggesting an association between Hg concentrations and trophic position. Regarding food safety, Cd concentrations might be of concern for direct consumption of whole individuals for M. muelleri and B. glaciale caught in offshore locations, as more than half of the individuals, meaning the smallest ones, exceeded the European legal maximum level. Our findings provide useful information on nutritional content and safety of these species as food and feed, and on their role in element cycling.",2025,Jun,Environ Res,,,122228,,10.1016/j.envres.2025.122228,40571081,#707,Wiech 2025,"Sam Welch (2025-07-18 22:21:03)(Select): Definitely in scope, looking at the map of sampling sites.; PIERRE  BLEVIN (2025-07-16 05:24:09)(Screen): might be worth checking the geo area; ",Cu biology; North Atlantic only; biota; primary source
Temporal trends of contaminants in cod from Icelandic waters.,Sturludottir E; Gunnlaugsdottir H; Jorundsdottir HO; Magnusdottir EV; Olafsdottir K; Stefansson G,"Contaminants have been analyzed in cod (Gadus morhua) since 1990 as part of the national monitoring program for the environmental conditions in the sea around Iceland. The aim of this study was to determine the temporal trends of persistent organic pollutants (POPs: polychlorinated biphenyls (PCBs), p,p'-dichlorodiphenyl dichloroethene (p,p'-DDE), hexachlorobenzene (HCB), hexachlorocyclohexanes (HCHs), chlordanes (CHLs) and toxaphenes (Tox)) and trace elements (As, Cd, Cu, Hg, Pb, Se and Zn) in cod over the last two decades at two different locations in the Arctic Ocean north of Iceland. The relationship between the contaminant concentrations and biological covariates was also determined. All of the POPs showed decreasing trends but the trace elements showed no clear signs of trend except arsenic which showed an increasing trend and zinc which showed a decreasing trend. The concentration of the POPs were lower or similar in the Icelandic cod compared to cod sampled in Norway, the Barents Sea and in the Baltic Sea, except for HCB which was higher in the Icelandic cod compared to the Norwegian cod. The concentration of the trace elements As, Cu, Hg and Zn were similar in the Icelandic cod compared to cod sampled in Norway and Greenland but the concentration of Cd was higher in the Icelandic cod. The inclusion of the biological covariates was found to be important for the statistical analysis. The POPs had a positive relationship with liver fat content but negative relationship with liver weight. The trace elements had a negative relationship with liver fat and liver weight except As which had positive relationship with liver weight. Only positive relationships were observed between the contaminant concentrations and length.",2014,Apr,Sci Total Environ,476-477,,181-8,,10.1016/j.scitotenv.2014.01.005,24463254,#720,Sturludottir 2014,,biota; marine; primary source
Trace metals in field samples of zooplankton from the Fram Strait and the Greenland Sea.,Ritterhoff J; Zauke GP,"Trace metals (Cd, Pb, Ni, Cu, Zn and Hg) were evaluated in 14 zooplankton taxa collected on cruise ARK IX/Ib of RV 'Polarstern' to the Fram Strait and the Greenland Sea in March and April 1993. We found a substantial interspecific heterogeneity, e.g. with rather low Cd concentrations in calanoid copepods (0.1-0.7 mg kg-1, dry wt.) but remarkably high levels in the decapod Hymenodora glacialis (7-9 mg kg-1) and in the amphipods Themisto abyssorum and T. libellula (24-34 kg-1). In general, Pb was low (< 1 mg kg-1), while some enhanced Ni concentrations were found in the ostracod Conchoecia borealis (66-86 mg kg-1). A comparison to world-wide reported data on marine crustaceans did not reveal any suggestions on increased metal availabilities in both areas investigated, although one might expect a transport of some metals from Siberian rivers across the pole by the Transpolar Ice Drift Stream. However, more information on accumulation strategies of zooplankton under winter and summer conditions is necessary before a full assessment of metals in Arctic waters will be possible.",1997,Jul,Sci Total Environ,199,3,255-70,,10.1016/s0048-9697(97)05457-0,9200868,#725,Ritterhoff 1997,,biota; marine; pre-2010; primary source
Speciation of heavy metals in marine sediments vs their bioaccumulation by mussels.,Pempkowiak J; Sikora A; Biernacka E,"Total contents and speciation of selected heavy metals, including Al, Fe, Co, Ni, Pb, Zn, Cu, Cr, were measured in sediment samples and mussels Mya arenaria and Astarte borealis collected in the Horsund Fjord off Spitsbergen (Norwegian Sea) and the Bay of Gdansk (Baltic Sea). The investigation aimed at revealing differences in the accumulation pattern of heavy metals in mussels inhabiting sediments characterized by varying metal bioavailability. The contents of metals adsorbed to sediments and associated with iron and manganese hydroxides, which were obtained by sequential extraction, were utilized as a measure of metal bioavailability. The contents of Cd, Pb, Zn, Cu and Cr in mussels collected off Spitsbergen were generally lower than those in mussels from the Baltic Sea. In sediments collected off Spitsbergen the bioavailable fraction represented a small proportion (0-3.7% adsorbed metals and 0-11% associated with metals hydroxides) of total heavy metal contents. In sediments from the Baltic Sea the percentages of metals adsorbed and bound to hydroxides were 1-46% and 1-13%, respectively. The differences in bioavailable metal contents measured in sediments were utilized to explain the different contents of metals in mussels collected in the corresponding sites.",1999,Jul,Chemosphere,39,2,313-21,,10.1016/s0045-6535(99)00112-5,10399846,#733,Pempkowiak 1999,,biota; pre-2010; primary source; sediment
